fen,best_move,best_move_san,best_move_eval,next_best,next_best_eval,moving_piece,is_capture,is_check,capture_range
rnbqk1nr/ppp2pbp/3p2p1/8/2PpP3/2N2N2/PP3PPP/R1BQKB1R w KQkq -,f3d4,Nxd4,48,c3b5,-55,knight,True,False,
2b1r2k/r4pp1/pp2p3/2b5/PP2Bq2/5N2/2Q2PPP/2R2RK1 b - -,c5f8,Bf8,190,a7c7,383,bishop,False,False,
r1b1kbnr/pp1p1ppp/2P1pq2/8/4P3/2p2N2/P4PPP/RNBQKB1R b KQkq -,c3c2,c2,0,b7c6,291,pawn,False,False,
8/8/2kr4/8/8/r1PP4/1RKN4/8 w - -,d2c4,Nc4,567,d2b1,9,knight,False,False,
r1b1kbnr/pp1p1ppp/2P1pq2/8/4P3/5N2/P1Q2PPP/RNB1KB1R b KQkq -,f6a1,Qxa1,-44,f8b4,160,queen,True,False,5
2r5/1p3pk1/1q2p3/p2pPpPQ/2r2P2/P1PR4/1P2R1KP/8 b - -,c8h8,Rh8,-328,c4e4,527,rook,False,False,
rnbqkbnr/pp1ppp1p/6p1/8/3QP3/P7/1PP2PPP/RNB1KBNR b KQkq -,g8f6,Nf6,-20,f7f6,106,knight,False,False,
7r/1p3pk1/1q2p3/p2pPpPQ/2r2P2/P1PR4/1P2R1KP/8 w - -,h5f3,Qf3,-326,h5h8,-497,queen,False,False,
rnb1kb1r/pp3ppp/4pn2/2pp4/3P1B2/1qP1PN2/PP3PPP/RN2KB1R w KQkq -,a2b3,axb3,40,b1d2,-797,pawn,True,False,
8/7r/4R3/P7/2Pk4/8/1P2K3/8 b - -,h7h2,Rh2+,0,d4c4,582,rook,False,True,
rnbqk2r/pp1p1ppp/4pn2/2p3B1/2PP4/P1b5/1P2PPPP/R2QKBNR w KQkq -,b2c3,bxc3,-27,g5d2,-506,pawn,True,False,
r2qkbnr/ppp2ppp/2np4/3Pp3/4P1b1/5N2/PPP2PPP/RNBQKB1R w KQkq -,d5c6,dxc6,354,h2h3,160,pawn,True,False,
r1b1k1nr/pp1p1ppp/2P1p3/4P3/1b6/5N2/P1Q2PPP/qNB1KB1R w Kkq -,e1d1,Kd1,0,b1d2,-175,king,False,False,
rnbqk2r/4bppp/p2pp3/2nN4/PpBN4/2P5/1P2QPPP/R1B1K1R1 w Qkq -,d5e7,Nxe7,54,d5b4,-162,knight,True,False,
r1b1k1nr/pp1p1ppp/2P1p3/4P3/1b6/5N2/P1Q2PPP/qNBK1B1R b kq -,g8e7,Ne7,-11,b7b5,150,knight,False,False,
1qb1rb1k/3r1pp1/ppQ1p3/8/PP2B3/5NP1/5P1P/2R2RK1 w - -,f3g5,Ng5,472,c6c3,232,knight,False,False,
rn1qk1nr/p4ppp/1ppBp3/3p1b2/2PP4/1QN1P3/PP3PPP/R3KBNR b KQkq -,d8d6,Qxd6,25,d5c4,411,queen,True,False,2
6k1/pBp3pp/4p3/8/prP5/1P4P1/P3PP1P/R5K1 b - -,b4b7,Rxb7,177,a4b3,482,rook,True,False,3
r1bqk2r/ppp2p2/5n1p/3PP3/2Bn3p/8/PPP3PP/RN1Q1RK1 b kq -,f6d5,Nxd5,20,d4f5,146,knight,True,False,
r1bqkb1r/p2n2pp/4p3/1Pp1P1N1/3p2n1/2N5/PP3PPP/R1BQKB1R b KQkq -,d7e5,Ndxe5,0,d4c3,128,knight,True,False,
r3r1k1/p2q1p1p/Q1p2p2/2Pn2p1/P2P4/7P/3B1PPb/3RR1K1 w - -,g1h2,Kxh2,-39,g1f1,-482,king,True,False,
r1bqkb1r/p5pp/4p3/1Pp1n1N1/3p2n1/2N5/PP3PPP/R1BQKB1R w KQkq -,f2f4,f4,0,h2h3,-110,pawn,False,False,
8/8/8/8/3k4/3B1KN1/8/8 w - -,d3f1,Bf1,8115,f3e2,6722,bishop,False,False,
rnb1kbnr/pp3ppp/8/3q4/3Pp3/2N2N2/PP3PPP/R1BQKB1R b KQkq -,f8b4,Bb4,53,d5h5,242,bishop,False,False,
rnb1k1nr/pp3ppp/8/3qN3/1b1Pp3/2N5/PP3PPP/R1BQKB1R b KQkq -,b8c6,Nc6,49,e4e3,181,knight,False,False,
3q1rk1/2pn1p1p/6p1/8/4PP2/2Q4B/Pr3P1P/3RK2R b K -,d8f6,Qf6,27,d8h4,300,queen,False,False,
r1b1kbnr/p2p1ppp/2p1p3/4P3/8/5N2/P1Q2PPP/qNB1KB1R w Kkq -,f1c4,Bc4,49,b1d2,-135,bishop,False,False,
5rk1/2pn1p1p/5qp1/4P3/5P2/2Q4B/Pr3P1P/3RK2R b K -,f6b6,Qb6,24,f6f4,145,queen,False,False,
rnbqk1nr/pp2pp1p/3p2p1/2pP4/2P1P3/2b5/PP3PPP/R1BQKBNR w KQkq -,b2c3,bxc3,57,c1d2,-385,pawn,True,False,
rnb1kb1r/pp2pppp/3q4/1N1n4/8/2p2N2/PP3PPP/R1BQKB1R b KQkq -,d6e6,Qe6+,50,d6b4,210,queen,False,True,
8/7k/1K3p2/2P5/6P1/p3N3/1n6/8 b - -,b2c4,Nc4+,-538,b2d3,-23,knight,False,True,
r1bqk2r/ppp2p2/7p/3nP3/2BQ3p/8/PPP3PP/RN3RK1 b kq -,c8e6,Be6,28,c7c6,306,bishop,False,False,
8/8/8/8/6P1/4kpp1/2B5/7K w - -,c2d1,Bd1,0,h1g1,-9605,bishop,False,False,
r1b1kbnr/p2p1ppp/2p1p3/4P3/2B5/5N2/P1Q2PPP/qNB1K2R b Kkq -,a8b8,Rb8,42,c8a6,214,rook,False,False,
r1b1k2r/2qp1ppp/1pnbpn2/1p6/2PNP3/P3BP2/1P4PP/2RQKB1R w Kkq -,d4b5,Nxb5,308,c4b5,39,knight,True,False,
5bk1/4qp2/4pnp1/6Bp/3P4/4P2P/5NP1/1Q4K1 w - -,f2e4,Ne4,556,b1b2,322,knight,False,False,
r1bqkb1r/ppp2ppp/8/3pP3/8/2nB4/PPP2PPP/R1BQK2R w KQkq -,b2c3,bxc3,23,d1h5,-367,pawn,True,False,
1rb1k1nr/p2p1ppp/2p1p3/4P3/1b6/1B3N2/P1Q2PPP/qNBK3R b k -,c8a6,Ba6,51,b8b5,231,bishop,False,False,
r1bqkb1r/pp2p1pp/2n5/2ppp2n/2PP4/4PN2/PP1N1PPP/R2QKB1R w KQkq -,c4d5,cxd5,101,f3e5,-222,pawn,True,False,
rn2kbnr/pp2pppp/8/4q3/Q5b1/2N5/PP1PBPPP/R1B1K1NR b KQkq -,g4d7,Bd7,78,b8c6,442,bishop,False,False,
r1b1k1nr/ppp2ppp/2n5/3qp3/1b1P4/2N2N2/PP1BPPPP/R2QKB1R b KQkq -,b4c3,Bxc3,17,d5d6,170,bishop,True,False,1
1qb1rb1k/3r1pp1/ppQ1p3/8/PP2B3/5NP1/5P1P/2RR2K1 b - -,e8d8,Red8,7,e8e7,137,rook,False,False,
4r1k1/pp4pp/4pr2/3R4/3n4/2q4B/P1P1QPPP/5RK1 w - -,e2e4,Qe4,-12,e2e5,-200,queen,False,False,
r1b1k2r/2qp1ppp/ppnbpn2/1N6/2P1P3/P1N1BP2/1P4PP/2RQKB1R b Kkq -,a6b5,axb5,310,d6g3,476,pawn,True,False,
4r1k1/pp4pp/4pr2/3R3Q/3n4/2q4B/P1P2PPP/5RK1 b - -,e8f8,Ref8,-423,f6f7,-1,rook,False,False,
r1b1k2r/2qp1ppp/1pnbpn2/1p6/2P1P3/P1N1BP2/1P4PP/2RQKB1R w Kkq -,c3b5,Nxb5,310,c4b5,-65,knight,True,False,
rn2kb1r/pQp1qppp/5n2/4p3/2B1P3/8/PPP2PPP/RNB1K2R b KQkq -,e7b4,Qb4+,203,e7d8,558,queen,False,True,
rn2kb1r/pQp2ppp/5n2/4p3/1qB1P3/8/PPP2PPP/RNB1K2R w KQkq -,b7b4,Qxb4,209,b1c3,-606,queen,True,False,3
5rk1/2p2p1p/1q4p1/4PP2/4n3/2Q4B/Pr3P1P/3R1RK1 w - -,c3e1,Qe1,37,c3d4,-136,queen,False,False,
4R3/p4pk1/2p2p1p/P1Pn2p1/3P4/3Q3P/rq1B1PP1/6K1 w - -,d2e1,Be1,-174,e8e2,-421,bishop,False,False,
1k2rb1r/p1p3p1/Q1b1q1n1/7p/3PpB2/2P1N3/PPN3PP/R3R1K1 w - -,f4c7,Bxc7+,308,d4d5,195,bishop,True,True,3
r2qk2r/ppp2ppp/5n2/2bPp3/2Bn1Pb1/2NP1N2/PPP3PP/R1BQK2R w KQkq -,f4e5,fxe5,0,c3e4,-157,pawn,True,False,
r1bqkbnr/1p2pppp/p2p4/2p5/3NP3/2NB4/PPPP1PPP/R1BQK2R b KQkq -,c5d4,cxd4,55,d6d5,396,pawn,True,False,
4R3/p4pk1/Q1p2p1p/P1P3p1/3P1n2/7P/rq3PP1/4B1K1 b - -,a2a1,Ra1,-164,b2d4,-55,rook,False,False,
rn4k1/ppq5/3b1QpB/3p4/4b3/8/Pp3PPP/1R2R1K1 w - -,e1e4,Rxe4,287,f2f3,30,rook,True,False,3
rn2kbnr/pp2ppp1/2p5/3pPBBp/3q3P/8/PPP2PP1/RN1QK1NR b KQkq -,d4e5,Qxe5+,-187,d4b2,172,queen,True,True,1
2kn4/1pp1Q3/p4P1p/4P3/8/P4q2/1PP4r/1KR5 w - -,e5e6,e6,446,e7h7,-302,pawn,False,False,
rqb1k2r/3p1ppp/1pnNpn2/8/2P1P3/P4P2/1P3BP1/2RQKB1R b Kkq -,e8f8,Kf8,329,e8e7,430,king,False,False,
4R3/p4pk1/Q1p2p1p/P1P3p1/3q1n2/7P/r4PP1/4B1K1 w - -,a6c8,Qc8,-96,h3h4,-659,queen,False,False,
rn1qk2r/pbpp1p2/1p2pn1p/6p1/2PP3B/P1P2N2/4PPPP/R2QKB1R w KQkq -,h4g3,Bg3,-37,f3g5,-137,bishop,False,False,
r1bqkb1r/pp1n1ppp/2n1p3/3pP3/3N1P2/2N5/PPP1B1PP/R1BQK2R b KQkq -,d7e5,Ndxe5,-135,c6d4,8,knight,True,False,
rn5k/ppq5/3b2QB/8/4p3/8/Pp3PPP/1R4K1 w - -,b1b2,Rxb2,312,g6e8,59,rook,True,False,1
8/8/1np3p1/1p2Pk1p/1P3N1P/1K6/8/8 w - -,e5e6,e6,-578,f4d3,-678,pawn,False,False,
r1bqkb1r/pp3ppp/2n1p3/3pP3/3N4/2N5/PPP1B1PP/R1BQK2R b KQkq -,d8h4,Qh4+,-202,c6e5,284,queen,False,True,
2rq1rk1/3b1pb1/3pp1pB/p2N3n/1p1NP2P/1P3P2/PP1Q4/1K1R2R1 w - -,h6g7,Bxg7,103,h6g5,0,bishop,True,False,1
r3k1nr/pp1b1ppp/2n5/1B3pB1/8/2q5/P1P2PPP/R2Q1RK1 w kq -,f1e1,Re1+,346,d1d6,17,rook,False,True,
r1b1kb1r/pp3ppp/2n1p3/3pP3/3N3q/2N3P1/PPP1B2P/R1BQK2R b KQkq -,h4d4,Qxd4,-211,h4d8,352,queen,True,False,4
2r5/1p3p2/1q2p1k1/p2pPpPp/3RrP2/P1P2Q2/1P1R2KP/8 b - -,e4d4,Rxd4,-266,c8h8,-107,rook,True,False,1
r1bq1rk1/ppp1npp1/3b4/4p1NQ/8/3P4/PPP2PPP/R1B2RK1 b - -,c8f5,Bf5,-396,f8e8,320,bishop,False,False,
r1bq1rk1/pppp1pbp/5np1/4p1B1/2BnP3/2NP1Q2/PPP2PPP/R3K1NR w KQ -,f3d1,Qd1,-66,f3g3,-371,queen,False,False,
r4rk1/pp1b1ppp/4p3/n2pP3/3P3q/2PBR3/P4PP1/R1BQ2K1 b - -,f7f5,f5,168,g7g6,353,pawn,False,False,
r1bq1rk1/ppp3pp/2n2p2/2bnp3/2B5/2PP1N2/PP3PPP/RNBQR1K1 w - -,d3d4,d4,311,d1b3,105,pawn,False,False,
6r1/3q1p1k/p3p1rp/1pbp4/3N4/3PRQP1/PPP2P1P/5RK1 w - -,c2c3,c3,76,d4b3,-56,pawn,False,False,
r3k1nr/pp3ppp/2n1b3/1B3pB1/8/2q5/P1P2PPP/R2QR1K1 w kq -,d1d6,Qd6,356,a1b1,-244,queen,False,False,
r2qkbnr/pp3ppp/4p3/3pnb2/3N4/2P5/PP2BPPP/RNBQ1RK1 w kq -,e2b5,Bb5+,271,d4f5,117,bishop,False,True,
7r/PR5P/8/8/2k1p3/5p2/1P3Kp1/8 w - -,b7g7,Rg7,645,b7c7,0,rook,False,False,
r2qkbnr/pp1n1ppp/4p3/1B1p1b2/3N4/2P5/PP3PPP/RNBQ1RK1 w kq -,d4f5,Nxf5,254,c3c4,84,knight,True,False,
r1bq1rk1/ppp1n1pp/5p2/2bn4/2Bp4/1QP2N2/PP3PPP/RNB1R1K1 w - -,c3d4,cxd4,263,e1e7,150,pawn,True,False,
2r1kb1r/pp3ppp/4pn2/qN2P1B1/3Qb3/8/PPP3PP/2KR1B1R w k -,e5f6,exf6,683,g5f6,463,pawn,True,False,
r1b1kbnr/pppp1ppp/2n5/4P3/5B2/2Q2N2/PqP1PPPP/RN2KB1R b KQkq -,f8b4,Bb4,-783,b2b4,-20,bishop,False,False,
r2qkbnr/pp1n1ppp/8/1B1Q1p2/8/2P5/PP3PPP/RNB2RK1 b kq -,g8f6,Nf6,256,d8c7,477,knight,False,False,
8/2k5/8/p2K4/P1N5/1Pb5/8/8 b - -,c3b4,Bb4,8,c7b7,466,bishop,False,False,
8/kpp5/p4P1p/8/8/P7/1PP2q1r/1KR3Q1 w - -,g1f1,Qf1,577,b2b3,0,queen,False,False,
2Q1R3/p4pk1/2p2pnp/P1P3p1/3q4/7P/r4PP1/4B1K1 w - -,e8g8,Rg8+,-58,c8d8,-169,rook,False,True,
2Q3R1/p4p1k/2p2pnp/P1P3p1/3q4/7P/r4PP1/4B1K1 w - -,g8g6,Rxg6,-97,c8d8,-218,rook,True,False,2
r2qk2r/ppp2ppp/2npBn2/2b1p3/4P3/3P1N1P/PPP2PP1/RNBQ1RK1 b kq -,f7e6,fxe6,10,c5f2,360,pawn,True,False,
4R3/p4pk1/2Q2pnp/P1P3p1/3q4/7P/r4PP1/4B1K1 b - -,a2a1,Ra1,-256,a2c2,-106,rook,False,False,
rn2kb1r/p3qppp/1pp2n2/4p1B1/2B1P3/1QN5/PPP2PPP/R3K2R w KQkq -,e1a1,O-O-O,357,a1d1,235,king,False,False,
rnb1kb1r/ppppqppp/8/4N3/2B1n3/8/PPPP1PPP/RNBQ1RK1 b kq -,e7e5,Qxe5,75,d7d5,209,queen,True,False,2
4R3/p4pk1/5pnp/P1P3p1/3qQ3/7P/5PP1/r3B1K1 b - -,d4c5,Qxc5,-272,d4c3,-164,queen,True,False,1
8/2N5/2Pp1k2/1p1b1p2/1P2pPp1/2K1P1P1/8/8 b - -,d5c6,Bxc6,0,d5c4,595,bishop,True,False,1
8/2N5/2bp1k2/1p3p2/1P2pPp1/2K1P1P1/8/8 w - -,c3d4,Kd4,0,c7a6,-1075,king,False,False,
1qbr1b1k/3r1pp1/ppQ1p3/6N1/PP2B3/6P1/5P1P/2R2RK1 w - -,e4g6,Bg6,522,c6c3,416,bishop,False,False,
8/2k5/7b/p2KN3/P7/1P6/8/8 b - -,h6f8,Bf8,8,c7b6,466,bishop,False,False,
4rq2/p1kn2bB/b1n1p1P1/3pP1N1/1p1p1PQN/8/PPPB4/R3K3 b Q -,d7e5,Ndxe5,-206,c6e5,0,knight,True,False,
r1bqk2r/ppp2ppp/2n5/2bNpP2/2B1P1n1/3P4/PPP3PP/R1BQK1NR b KQkq -,h7h5,h5,49,g4f2,159,pawn,False,False,
8/8/1k6/p1NKp3/P7/1P6/7b/8 w - -,c5d7,Nd7+,467,c5e4,10,knight,False,True,
r1bqk2r/p1p2ppp/2pp1n2/2b1P3/4P3/2N2N2/PPPP2PP/R1BQK2R b KQkq -,d6e5,dxe5,23,f6g8,181,pawn,True,False,
r1b1k2r/ppppqppp/2n2n2/2b5/3NP3/2N1B3/PPP2PPP/R2QKB1R w KQkq -,d4f5,Nf5,215,f1e2,62,knight,False,False,
r1b1qrk1/p5pp/4pp2/Rp3n2/4NP2/1P1R4/1PP3PP/2BQ3K b - -,c8b7,Bb7,-309,e6e5,-167,bishop,False,False,
rnbqk2r/pp1pppbp/5np1/4P3/3Q4/2N2N2/PPP2PPP/R1B1KB1R b KQkq -,b8c6,Nc6,79,f6g8,194,knight,False,False,
2r2rk1/1pqnb1p1/p3pPnp/3p4/3B2P1/1PP2N1P/P2NQP2/R3R1K1 b - -,g6f4,Nf4,-170,e7f6,-22,knight,False,False,
8/kpp5/p4P1p/2q5/8/P7/1PP4r/1KR2Q2 w - -,b2b4,b4,576,f1d3,132,pawn,False,False,
rnb3q1/ppN4k/4r2p/3RP3/8/3Q1N2/PPP3PP/2K4n b - -,g8g6,Qg6,0,e6g6,191,queen,False,False,
r1b1kb1r/1p3ppp/p1n2n2/2Pq2B1/3pN3/P7/1PP2PPP/R2QKBNR w KQkq -,e4f6,Nxf6+,153,e4d6,-238,knight,True,True,
r3qrk1/pb4pp/3Rpp2/Rp6/5P2/1P6/1PP3PP/2BQ3K b - -,a8d8,Rd8,-311,e8g6,-166,rook,False,False,
8/1p3p2/4p1k1/pq1pPpPp/2rRrP2/P1P3K1/1P1R1Q1P/8 b - -,c4d4,Rcxd4,-411,b5c6,-165,rook,True,False,1
r1bq1rk1/pppp1ppp/2n2n2/2b5/3NP3/2N1B3/PPP2PPP/R2QKB1R w KQ -,d4c6,Nxc6,421,d1d2,36,knight,True,False,
1n1qkbnr/4pppp/8/1B1b4/3P4/1p3P2/R5PP/2BQK1NR b Kk -,b8d7,Nd7,99,b8c6,335,knight,False,False,
6k1/pbp3pp/1p2R3/3P4/2P3q1/8/PP4QP/5K2 b - -,g4e6,Qxe6,-377,g4c4,0,queen,True,False,2
r1b1k2r/p1p2ppp/2p2n2/2b1N3/3qP3/2N5/PPPP2PP/R1BQK2R w KQkq -,e5d3,Nd3,-214,d1f3,-395,knight,False,False,
r1b2rk1/p4ppp/2pb1q2/3p4/8/2NB1Q2/PPP2PPP/R4RK1 w - -,f3f6,Qxf6,-4,a1b1,-132,queen,True,False,3
r2qkb1r/ppp1nppp/3p1n2/3Pp2b/2P1P1P1/2N2N1P/PP3P2/R1BQKB1R b KQkq -,h5g6,Bg6,134,f6g4,298,bishop,False,False,
8/2R3p1/p7/4kP1p/4P2P/r5P1/6K1/8 b - -,a3a2,Ra2+,7,e5e4,381,rook,False,True,
r1bqk2r/pp1p1ppp/2n2n2/4p3/2B1P3/2b2N2/PPP2PPP/R1BQK2R w KQkq -,b2c3,bxc3,-18,c1d2,-425,pawn,True,False,
8/4k1P1/8/5RK1/8/8/8/6r1 w - -,g5h6,Kh6,9605,g5h5,0,king,False,False,
6r1/8/4k3/5R2/5KP1/8/8/8 w - -,g4g5,g5,471,f5e5,0,pawn,False,False,
4r1k1/ppq2p1p/3b1pb1/3R1B2/2pP1P2/2P4P/PP1Nr1P1/3Q1RK1 w - -,f5g4,Bg4,249,d5e5,15,bishop,False,False,
2rqr3/pp2ppk1/3p2p1/4n2n/3NP1b1/1BN5/PPPQ4/1K1R3R w - -,d4f5,Nf5+,63,d1g1,-67,knight,False,True,
4r1k1/bpp2ppp/3p3r/p3n2q/2P3P1/1PN1P1P1/P3Q2P/R1B2RKB b - -,e5g4,Nxg4,0,h5g4,298,knight,True,False,
rnb1k2r/pp3ppp/6q1/bQpp4/3P1B2/2P1PP2/P5PP/R3KBNR b - -,b8c6,Nc6,100,c8d7,463,knight,False,False,
8/1r6/4k3/5RK1/6P1/8/8/8 b - -,b7g7,Rg7+,0,b7b1,475,rook,False,True,
r1bq1rk1/p4ppp/2pb1B2/3p4/8/2NB1Q2/PPP2PPP/R4RK1 b - -,d8f6,Qxf6,-4,g7f6,153,queen,True,False,2
2rqr3/pp2ppk1/3p2p1/4nb1n/4P3/1BN5/PPPQ4/1K1R3R w - -,e4f5,exf5,71,h1h5,-111,pawn,True,False,
6k1/p1p3pp/1p2P3/8/2P5/8/PP4bP/5K2 w - -,f1g2,Kxg2,-395,f1f2,-664,king,True,False,
6k1/p1p3pp/1p2P3/8/2P5/8/PP4KP/8 b - -,g8f8,Kf8,-410,b6b5,-8,king,False,False,
r2r4/6bp/2k2p2/3p1PP1/2p1pB1P/5P2/PP1RK3/R7 b - -,d8e8,Re8,25,g7f8,146,rook,False,False,
3rk1r1/p1p2p1p/1p2pp2/3b4/8/P5P1/1PPR1P1P/3R2K1 w - -,c2c4,c4,-325,f2f4,-479,pawn,False,False,
r2qkb1r/p2n2pp/4pn2/1Pp5/3pB3/5N2/PP3PPP/RNBQK2R b KQkq -,f6e4,Nxe4,50,a8c8,440,knight,True,False,
5k2/p1p3pp/1p2P3/8/2P5/5K2/PP5P/8 b - -,f8e7,Ke7,-401,b6b5,-17,king,False,False,
4kb1r/pp3ppp/4pP2/qN4B1/3Q4/8/PP1r2PP/Kb1R3R w k -,b5c7,Nc7+,1179,d4c4,615,knight,False,True,
r1b3k1/1p5p/p3pnp1/3pP3/3Q2Bq/2N5/PPP3K1/R4R2 b q -,h4g4,Qxg4+,-8,f6g4,274,queen,True,True,1
r1r3k1/2N2pp1/3p4/4nq1p/p1Q1p2P/4B1P1/PP3P2/2R1K2R w K -,c4d5,Qd5,-357,c4c2,-461,queen,False,False,
r3kb1r/pp1q1ppp/2n1p1b1/3pPP2/3P2P1/2N5/PP2B2P/R1BQ1RK1 b kq -,e6f5,exf5,118,e8a8,300,pawn,True,False,
r3kb1r/p5pp/4pn2/1Ppq4/3p4/5N2/PP1B1PPP/R2QR1K1 b kq -,f8d6,Bd6,72,f6d7,247,bishop,False,False,
rnb2rk1/ppp2pbp/5np1/3Np1B1/2P1P3/5N2/PP2BPPP/R3K2R b KQ -,f6d5,Nxd5,14,b8d7,136,knight,True,False,
r3r1k1/pp3p1p/2qb1pb1/3R1B2/2pPNP2/2P4P/PPQ3P1/5RK1 b - -,d6e7,Be7,-294,d6f8,-178,bishop,False,False,
8/1p4Rp/p4k2/3p4/3P1p1P/1P3P2/P2K4/8 b - -,f6g7,Kxg7,0,b7b5,3471,king,True,False,
rnb1qr2/pppp3k/6p1/3NP1pP/4Q3/5N2/PPP3P1/R3K2n w Q -,f3g5,Nxg5+,0,e4e3,-125,knight,True,True,
r2B1rk1/1ppb1pb1/3p2pp/p1nPp3/2P5/1Pn5/P2NBPPP/R2Q1RK1 w - -,d1e1,Qe1,0,d8c7,-137,queen,False,False,
r1bqk2r/ppp2n1p/3b1ppB/8/8/2N3Q1/P3BPPP/R2R2K1 w kq -,e2b5,Bb5+,360,g3e3,189,bishop,False,True,
8/1p6/7k/p3N1p1/b7/6KP/6P1/8 w - -,e5c4,Nc4,-28,g3f2,-503,knight,False,False,
r1b1r1k1/1p2qpp1/p1p4p/2P1n3/1P1N2n1/P1N1P3/2Q1BPPP/R3K2R b KQ -,g4f2,Nxf2,-53,e7h4,112,knight,True,False,
2kr1bnr/ppp1pppp/2n5/qB6/3P2b1/2N2N2/PPP2PPP/R1BQK2R w KQ -,b5c6,Bxc6,53,d4d5,-98,bishop,True,False,1
r1bqkbnr/ppp2ppp/3p4/8/3nP3/2N5/PPP2PPP/R1BQKB1R w KQkq -,d1d4,Qxd4,89,c1e3,-271,queen,True,False,3
r2qk2r/pppb1n1p/3b1ppB/1B6/8/2N3Q1/P4PPP/R3R1K1 b kq -,d6e5,Be5,346,f7e5,509,bishop,False,False,
rnbqkb1r/3ppppp/5n2/p1pP4/1PP5/1P6/4PPPP/RNBQKBNR b KQkq -,c5b4,cxb4,3,e7e6,138,pawn,True,False,
rnbqk2r/pp3pp1/4p2p/2npP3/3P4/8/PPP2PPP/R2QKBNR w KQkq -,d4c5,dxc5,-7,d1g4,-154,pawn,True,False,
r1bqkbnr/pp3ppp/2B1p3/2pp4/4PP2/5N2/PPPP2PP/RNBQK2R b KQkq -,b7c6,bxc6,14,e8e7,395,pawn,True,False,
1rbq1rk1/1n2b1pp/R2p4/3Pp3/1P2p3/4B3/2N1BPPP/3QK2R b K -,b7c5,Nc5,0,e7g5,147,knight,False,False,
4rq2/p1k3bB/b1n1N1P1/3p4/1pnp1P1N/7Q/PPPB4/R3K3 b Q -,c7b6,Kb6,-317,c7b8,-136,king,False,False,
r2k3r/pppb1ppp/2p5/8/4n3/2B5/PPP2PPP/2KR1B1R w - -,c3g7,Bxg7,137,c3d4,8,bishop,True,False,4
r2k2r1/pppb1pBp/2p5/8/4n3/8/PPP2PPP/2KR1B1R w - -,g7d4,Bd4,154,f1d3,28,bishop,False,False,
r1bqk2r/ppppnppp/2n5/2b1P3/4P3/5N2/PPPP2PP/RNBQKB1R w KQkq -,d2d4,d4,270,c2c3,142,pawn,False,False,
2r1k2r/ppRb1pp1/1n3n2/3p2N1/3Pp3/4P3/PP1B1P1P/4KBR1 w k -,c7b7,Rxb7,-21,c7c8,-186,rook,True,False,1
rnb1qrk1/pppp4/6p1/3NP1NP/4Q3/8/PPP3P1/R3K2n w Q -,e1a1,O-O-O,0,d5c7,-143,king,False,False,
r3k1nr/pppqB1pp/4Q3/3N4/3p4/8/P4PPP/R3R1K1 b kq -,d7e6,Qxe6,242,g8e7,525,queen,True,False,1
1r4k1/pq3ppp/2R5/8/8/r3P3/5PPP/2QR2K1 w - -,c6d6,Rcd6,634,c6c7,50,rook,False,False,
8/1p3pk1/3qpnn1/2r5/P3N2r/1B6/1PP5/1K1R2R1 w - -,e4d6,Nxd6,70,g1g6,-286,knight,True,False,
r1bqk2r/pp1pppbp/2n2np1/2p1P3/5P2/1PN2N2/P1PP2PP/R1BQKB1R b KQkq -,f6h5,Nh5,-79,f6g8,33,knight,False,False,
2r3k1/5pp1/1n3P1p/2q1p2P/pR2B3/3Q4/1PP5/1K6 w - -,d3g3,Qg3,3439,e4h7,42,queen,False,False,
r5k1/1p2bp2/p3p2Q/4P3/2r5/P2PR3/1P3PPP/1q2N1K1 b - -,c4g4,Rg4,-374,b1e1,512,rook,False,False,
r2qk1nr/ppp1n1pp/4Q3/3N4/3p4/B7/P4PPP/R3R1K1 b kq -,d8d7,Qd7,356,c7c5,607,queen,False,False,
r3k1nr/1p3ppp/p1nQb3/1B3pB1/8/2q5/P1P2PPP/R3R1K1 w kq -,g5d2,Bd2,373,b5a4,0,bishop,False,False,
r1bqkbnr/pppp1pp1/2n4p/8/4Pp2/2N2N2/PPPP2PP/R1BQKB1R w KQkq -,d2d4,d4,84,f1c4,-38,pawn,False,False,
rn1k3r/pp1bpp1p/7b/2P2p2/4p1P1/2N5/PPP2P1P/2KR1BNR w - -,c1b1,Kb1,-24,f2f4,-180,king,False,False,
r3kbnr/1p1b1ppp/pqn1p3/3pP3/3P4/2NB1N2/PP3PPP/R1BQ1RK1 b kq -,c6d4,Nxd4,-33,h7h6,85,knight,True,False,
2rq3r/3b1pk1/3pp1p1/p2N2Rn/1p1NP2P/1P3P2/PP1Q4/1K1R4 w - -,d5e3,Ne3,0,a2a4,-120,knight,False,False,
r1bq1rk1/ppp3pp/3b4/5p2/1P6/5p2/PP1P1PPP/RBBQR1K1 w - -,d1f3,Qxf3,-25,d1b3,-126,queen,True,False,2
2b1r1k1/bpp2ppp/3p3r/p6q/2P5/2N1PPP1/P3Q2P/R1B2RKB b - -,e8e3,Rxe3,-592,a7e3,-353,rook,True,False,5
r1bqkb1r/pp3ppp/2B1pn2/2pp4/3P1B2/4PN2/PPP2PPP/RN1QK2R b KQkq -,b7c6,bxc6,-18,c8d7,415,pawn,True,False,
2rn4/p6R/PP6/2P5/8/1k6/8/2K5 w - -,h7c7,Rc7,302,h7a7,13,rook,False,False,
